sala_id,lote_id,linea,direccion,ocurrido_en,recibido_en,confianza,track_id_local
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:28:51.736348-05:00,2026-08-24T06:28:52.634300-05:00,0.687,8007
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:32:04.546967-05:00,2026-08-24T06:32:05.952657-05:00,0.831,1638
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:32:19.187485-05:00,2026-08-24T06:32:21.406954-05:00,0.865,5747
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:33:19.365524-05:00,2026-08-24T06:33:22.136574-05:00,0.76,5549
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:33:23.867169-05:00,2026-08-24T06:33:26.279938-05:00,0.88,861
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:35:26.564970-05:00,2026-08-24T06:35:28.081503-05:00,0.99,557
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:35:53.916977-05:00,2026-08-24T06:35:55.602552-05:00,0.832,934
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:36:42.298819-05:00,2026-08-24T06:36:42.964238-05:00,0.871,1385
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:36:49.545412-05:00,2026-08-24T06:36:50.225219-05:00,0.774,444
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:37:14.399179-05:00,2026-08-24T06:37:16.148021-05:00,0.99,33
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:37:25.150662-05:00,2026-08-24T06:37:26.350707-05:00,0.846,3935
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:37:35.257849-05:00,2026-08-24T06:37:37.677534-05:00,0.857,8031
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:37:55.969577-05:00,2026-08-24T06:37:58.909970-05:00,0.921,5720
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:40:38.634463-05:00,2026-08-24T06:40:40.088344-05:00,0.783,8217
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:41:11.986063-05:00,2026-08-24T06:41:13.576176-05:00,0.97,3186
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:41:13.824042-05:00,2026-08-24T06:41:15.866502-05:00,0.876,8484
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:41:29.302618-05:00,2026-08-24T06:41:30.590796-05:00,0.885,4140
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:41:46.236896-05:00,2026-08-24T06:41:48.143230-05:00,0.864,5244
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:42:55.815382-05:00,2026-08-24T06:42:58.729816-05:00,0.865,4559
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:43:39.334197-05:00,2026-08-24T06:43:41.592083-05:00,0.99,6560
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:44:32.243825-05:00,2026-08-24T06:44:34.990684-05:00,0.812,7881
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:44:41.735416-05:00,2026-08-24T06:44:42.380880-05:00,0.913,387
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:44:59.580561-05:00,2026-08-24T06:45:02.525424-05:00,0.793,6497
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:45:55.071519-05:00,2026-08-24T06:45:56.660541-05:00,0.99,989
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:46:44.852303-05:00,2026-08-24T06:46:45.808264-05:00,0.923,9991
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:47:19.895084-05:00,2026-08-24T06:47:21.842282-05:00,0.86,4092
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:47:54.088806-05:00,2026-08-24T06:47:55.750877-05:00,0.908,8620
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:48:30.233907-05:00,2026-08-24T06:48:32.997413-05:00,0.96,9981
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:48:40.576568-05:00,2026-08-24T06:48:43.158896-05:00,0.819,5812
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:48:49.505012-05:00,2026-08-24T06:48:50.294310-05:00,0.965,4749
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:49:17.020782-05:00,2026-08-24T06:49:19.607267-05:00,0.795,8903
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:49:19.362549-05:00,2026-08-24T06:49:20.519078-05:00,0.982,2333
REG-CE-01,3f92b32d-9709-43f0-9c61-a6a7986a06e5,ENTRADA_SALA,IN,2026-08-24T06:49:26.235326-05:00,2026-08-24T06:49:27.867396-05:00,0.99,9822
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:50:28.294881-05:00,2026-08-24T06:50:29.261013-05:00,0.99,8188
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:50:32.272506-05:00,2026-08-24T06:50:34.932840-05:00,0.764,3978
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:51:15.441474-05:00,2026-08-24T06:51:17.795310-05:00,0.99,7336
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:51:32.893896-05:00,2026-08-24T06:51:35.131164-05:00,0.866,3460
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:52:08.725590-05:00,2026-08-24T06:52:09.427011-05:00,0.894,5587
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:52:11.306704-05:00,2026-08-24T06:52:13.477709-05:00,0.88,8147
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:52:11.640824-05:00,2026-08-24T06:52:13.957678-05:00,0.822,6315
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:52:45.063695-05:00,2026-08-24T06:52:47.776425-05:00,0.952,1768
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:53:29.234297-05:00,2026-08-24T06:53:31.943139-05:00,0.784,7924
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:53:41.710532-05:00,2026-08-24T06:53:44.524209-05:00,0.99,5636
REG-CE-01,5fd67d4b-33fc-4f1a-8f2c-3f13a3de8994,ENTRADA_SALA,IN,2026-08-24T06:53:47.823690-05:00,2026-08-24T06:53:50.171210-05:00,0.818,8240
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:54:31.703528-05:00,2026-08-24T06:54:32.766123-05:00,0.87,2523
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:55:37.152909-05:00,2026-08-24T06:55:39.525046-05:00,0.901,4720
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:56:53.193675-05:00,2026-08-24T06:56:56.121096-05:00,0.99,3951
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:57:02.171138-05:00,2026-08-24T06:57:05.059373-05:00,0.817,8640
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:59:21.650584-05:00,2026-08-24T06:59:22.647554-05:00,0.936,8465
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:59:23.925364-05:00,2026-08-24T06:59:24.436199-05:00,0.75,2721
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T06:59:43.321118-05:00,2026-08-24T06:59:44.961548-05:00,0.916,2457
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:00:51.357006-05:00,2026-08-24T07:00:53.288211-05:00,0.869,8831
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:01:35.999784-05:00,2026-08-24T07:01:36.616781-05:00,0.899,4194
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:02:20.538158-05:00,2026-08-24T07:02:23.143378-05:00,0.99,4359
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:02:33.349814-05:00,2026-08-24T07:02:35.580489-05:00,0.877,5986
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:02:37.683470-05:00,2026-08-24T07:02:40.415705-05:00,0.95,151
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:02:37.982786-05:00,2026-08-24T07:02:40.344041-05:00,0.833,7198
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:02:43.283524-05:00,2026-08-24T07:02:46.177838-05:00,0.874,3996
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:03:00.851982-05:00,2026-08-24T07:03:01.410247-05:00,0.879,7068
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:03:29.839512-05:00,2026-08-24T07:03:31.299845-05:00,0.934,4137
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:03:34.619665-05:00,2026-08-24T07:03:35.759613-05:00,0.858,8530
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:04:39.438892-05:00,2026-08-24T07:04:42.052005-05:00,0.788,7785
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:05:15.236221-05:00,2026-08-24T07:05:16.692451-05:00,0.83,7753
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:05:49.459852-05:00,2026-08-24T07:05:51.722658-05:00,0.743,5640
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_01,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:02.017439-05:00,0.983,7903
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_02,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:02.652541-05:00,0.907,3986
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_03,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:01.020680-05:00,0.793,5786
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_04,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:02.982135-05:00,0.8,5526
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_05,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:00.779710-05:00,0.755,1413
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_06,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:02.583553-05:00,0.866,7275
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_07,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:01.122338-05:00,0.99,7127
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_08,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:02.063703-05:00,0.937,4680
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_09,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:01.645353-05:00,0.841,1347
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_10,OUT,2026-08-24T07:06:00-05:00,2026-08-24T07:06:02.732043-05:00,0.776,877
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:06:56.346888-05:00,2026-08-24T07:06:58.589333-05:00,0.85,1531
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:07:54.638352-05:00,2026-08-24T07:07:56.660882-05:00,0.844,887
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:10:42.234948-05:00,2026-08-24T07:10:44.176456-05:00,0.858,2189
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_02,OUT,2026-08-24T07:11:31.297566-05:00,2026-08-24T07:11:32.792447-05:00,0.833,7756
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:11:44.726248-05:00,2026-08-24T07:11:45.308019-05:00,0.825,8811
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:11:48.037624-05:00,2026-08-24T07:11:50.978645-05:00,0.874,7241
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_10,OUT,2026-08-24T07:11:51.294204-05:00,2026-08-24T07:11:53.401883-05:00,0.87,5769
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_09,OUT,2026-08-24T07:12:35.760790-05:00,2026-08-24T07:12:37.622320-05:00,0.879,8903
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:12:47.599981-05:00,2026-08-24T07:12:49.169457-05:00,0.794,9136
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:13:43.643501-05:00,2026-08-24T07:13:45.540997-05:00,0.873,7989
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:13:53.732305-05:00,2026-08-24T07:13:54.236686-05:00,0.79,1395
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_04,OUT,2026-08-24T07:14:18.495290-05:00,2026-08-24T07:14:20.948258-05:00,0.808,1932
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:14:33.092132-05:00,2026-08-24T07:14:35.873525-05:00,0.861,2225
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:14:41.218450-05:00,2026-08-24T07:14:42.083825-05:00,0.836,6908
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_07,OUT,2026-08-24T07:15:14.763062-05:00,2026-08-24T07:15:16.538927-05:00,0.821,5326
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_03,OUT,2026-08-24T07:16:54.948260-05:00,2026-08-24T07:16:55.992877-05:00,0.92,5840
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:16:59.393639-05:00,2026-08-24T07:17:01.637697-05:00,0.917,6249
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:18:05.158936-05:00,2026-08-24T07:18:06.191672-05:00,0.837,3863
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:18:07.354699-05:00,2026-08-24T07:18:09.037370-05:00,0.854,2278
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:18:30.518020-05:00,2026-08-24T07:18:32.520056-05:00,0.877,8825
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_08,OUT,2026-08-24T07:19:43.942413-05:00,2026-08-24T07:19:45.298416-05:00,0.857,5057
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:20:08.219836-05:00,2026-08-24T07:20:09.431246-05:00,0.856,7563
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:20:14.540357-05:00,2026-08-24T07:20:15.301744-05:00,0.878,7955
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_05,OUT,2026-08-24T07:20:30.527731-05:00,2026-08-24T07:20:31.446856-05:00,0.95,2400
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:20:42.416277-05:00,2026-08-24T07:20:44.687602-05:00,0.804,5760
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_06,OUT,2026-08-24T07:20:43.602489-05:00,2026-08-24T07:20:45.214139-05:00,0.826,5440
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:21:37.753367-05:00,2026-08-24T07:21:39.497104-05:00,0.853,4616
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:21:51.696888-05:00,2026-08-24T07:21:52.926584-05:00,0.981,2959
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:22:37.356646-05:00,2026-08-24T07:22:39.528421-05:00,0.837,5678
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_10,OUT,2026-08-24T07:22:43.159598-05:00,2026-08-24T07:22:45.459651-05:00,0.871,4003
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:24:04.480643-05:00,2026-08-24T07:24:05.888127-05:00,0.856,1140
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:24:18.191731-05:00,2026-08-24T07:24:19.812904-05:00,0.908,9124
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_04,OUT,2026-08-24T07:25:16.223835-05:00,2026-08-24T07:25:17.194666-05:00,0.841,8565
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:26:26.941435-05:00,2026-08-24T07:26:27.522713-05:00,0.906,7223
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_06,OUT,2026-08-24T07:27:51.913385-05:00,2026-08-24T07:27:53.711165-05:00,0.825,5874
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:28:40.171451-05:00,2026-08-24T07:28:41.989983-05:00,0.907,9942
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:28:42.264028-05:00,2026-08-24T07:28:44.263758-05:00,0.849,5373
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_01,OUT,2026-08-24T07:29:11.103136-05:00,2026-08-24T07:29:12.354909-05:00,0.852,5965
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_09,OUT,2026-08-24T07:29:38.029464-05:00,2026-08-24T07:29:40.799220-05:00,0.88,747
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_02,OUT,2026-08-24T07:30:23.224391-05:00,2026-08-24T07:39:29.118430-05:00,0.818,8113
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:30:56.087214-05:00,2026-08-24T07:44:17.381856-05:00,0.817,7400
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_08,OUT,2026-08-24T07:32:19.138181-05:00,2026-08-24T07:42:28.336380-05:00,0.9,7110
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_07,OUT,2026-08-24T07:32:25.672019-05:00,2026-08-24T07:44:17.531041-05:00,0.86,5226
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:32:34.374689-05:00,2026-08-24T07:40:41.567766-05:00,0.84,380
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_03,OUT,2026-08-24T07:32:45.358172-05:00,2026-08-24T07:53:47.049471-05:00,0.846,551
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,PUERTA_CONS_06,OUT,2026-08-24T07:34:51.590434-05:00,2026-08-24T07:48:19.840657-05:00,0.91,3230
REG-CE-01,c80c4c28-5fa3-4f0c-8bc3-a82123e0d50b,ENTRADA_SALA,IN,2026-08-24T07:34:53.191676-05:00,2026-08-24T07:45:47.522229-05:00,0.987,1364
